"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","oss-2",,,,"User:","sachin"
"Cmdline:","dstat -D sda2,sda3,sda5,sda9,sda -N eth1,eth2,eth3,eth4,eth5,total -tcnmdls --disk-util --output dstat.csv 1 460",,,,"Date:","06 May 2013 12:18:46 IST"

"system","total cpu usage",,,,,,"net/eth1",,"net/eth2",,"net/eth3",,"net/eth4",,"net/eth5",,"net/total",,"memory usage",,,,"dsk/sda2",,"dsk/sda3",,"dsk/sda5",,"dsk/sda9",,"dsk/sda",,"load avg",,,"swap",,"sda2","sda3","sda5","sda9","sda"
06-05 12:25:29,0.031,0.063,99.562,0.344,0.0,0.0,64.0,0.0,613014.0,23784.0,0.0,0.0,64.0,0.0,0.0,0.0,613398.0,23784.0,790421504.0,271409152.0,3734462464.0,28822388736.0,0.0,733184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733184.0,0.950,0.860,0.620,528384.0,33553895424.0,23.300,0.0,0.0,0.0,23.300
06-05 12:25:30,0.063,0.063,99.719,0.156,0.0,0.0,0.0,0.0,634784.0,24064.0,64.0,0.0,0.0,0.0,64.0,0.0,635168.0,24064.0,790302720.0,271409152.0,3734962176.0,28822007808.0,0.0,733184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733184.0,0.950,0.860,0.620,528384.0,33553895424.0,23.300,0.0,0.0,0.0,23.300
06-05 12:25:31,0.031,0.063,99.593,0.313,0.0,0.0,64.0,0.0,596572.0,23656.0,0.0,0.0,64.0,0.0,0.0,0.0,596892.0,23656.0,790241280.0,271409152.0,3735404544.0,28821626880.0,0.0,884736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884736.0,0.950,0.860,0.620,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:25:32,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,659532.0,24192.0,64.0,0.0,0.0,0.0,64.0,0.0,660723.0,24192.0,790290432.0,271417344.0,3735977984.0,28820996096.0,0.0,675840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675840.0,0.870,0.840,0.620,528384.0,33553895424.0,22.500,0.0,0.0,0.0,22.500
06-05 12:25:33,0.094,0.156,99.406,0.344,0.0,0.0,64.0,0.0,553290.0,21196.0,261.0,0.0,64.0,0.0,0.0,0.0,553935.0,21196.0,791195648.0,271425536.0,3753095168.0,28802965504.0,0.0,17690624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17690624.0,0.870,0.840,0.620,528384.0,33553895424.0,25.100,0.0,0.0,0.0,25.100
06-05 12:25:34,0.031,0.063,99.750,0.156,0.0,0.0,64.0,0.0,520780.0,21182.0,64.0,0.0,0.0,0.0,64.0,0.0,521539.0,21182.0,791265280.0,271433728.0,3753525248.0,28802457600.0,0.0,749568.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,761856.0,0.870,0.840,0.620,528384.0,33553895424.0,21.400,0.0,0.0,1.500,22.900
06-05 12:25:35,0.063,0.063,99.719,0.156,0.0,0.0,0.0,0.0,754384.0,27080.0,0.0,0.0,64.0,0.0,0.0,0.0,754704.0,27080.0,791240704.0,271433728.0,3754049536.0,28801957888.0,0.0,806912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,806912.0,0.870,0.840,0.620,528384.0,33553895424.0,25.300,0.0,0.0,0.0,25.300
06-05 12:25:36,0.063,0.063,99.718,0.156,0.0,0.0,64.0,0.0,663702.0,24402.0,64.0,0.0,0.0,0.0,64.0,0.0,664461.0,24402.0,791240704.0,271433728.0,3754565632.0,28801441792.0,0.0,737280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737280.0,0.870,0.840,0.620,528384.0,33553895424.0,20.400,0.0,0.0,0.0,20.400
06-05 12:25:37,0.031,0.063,99.750,0.156,0.0,0.0,0.0,0.0,561576.0,22740.0,0.0,0.0,64.0,0.0,0.0,0.0,562143.0,22740.0,791240704.0,271433728.0,3754946560.0,28801060864.0,0.0,831488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831488.0,0.880,0.840,0.620,528384.0,33553895424.0,22.600,0.0,0.0,0.0,22.600
06-05 12:25:38,0.063,0.063,99.500,0.375,0.0,0.0,64.0,0.0,674536.0,25114.0,64.0,0.0,0.0,0.0,64.0,0.0,675385.0,25114.0,791224320.0,271441920.0,3755462656.0,28800552960.0,0.0,888832.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,897024.0,0.880,0.840,0.620,528384.0,33553895424.0,26.0,0.0,0.0,2.100,26.400
06-05 12:25:39,0.063,0.063,99.562,0.313,0.0,0.0,0.0,0.0,749204.0,27404.0,0.0,0.0,64.0,0.0,0.0,0.0,749460.0,27404.0,791261184.0,271441920.0,3756060672.0,28799918080.0,0.0,819200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,819200.0,0.880,0.840,0.620,528384.0,33553895424.0,28.0,0.0,0.0,0.0,28.0
06-05 12:25:40,0.031,0.063,99.562,0.344,0.0,0.0,64.0,0.0,441310.0,19972.0,64.0,0.0,0.0,0.0,64.0,0.0,442005.0,20036.0,791093248.0,271450112.0,3756347392.0,28799791104.0,0.0,647168.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,659456.0,0.880,0.840,0.620,528384.0,33553895424.0,25.0,0.0,0.0,2.700,27.700
06-05 12:25:41,0.063,0.031,99.719,0.156,0.0,0.031,0.0,0.0,692510.0,25210.0,0.0,0.0,325.0,0.0,0.0,0.0,693343.0,25210.0,791101440.0,271450112.0,3756847104.0,28799283200.0,0.0,786432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786432.0,0.880,0.840,0.620,528384.0,33553895424.0,22.700,0.0,0.0,0.0,22.700
06-05 12:25:42,0.031,0.063,99.781,0.125,0.0,0.0,64.0,0.0,414224.0,18554.0,64.0,0.0,64.0,0.0,324.0,0.0,415553.0,18554.0,790896640.0,271450112.0,3757305856.0,28799029248.0,0.0,618496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618496.0,0.890,0.850,0.620,528384.0,33553895424.0,22.0,0.0,0.0,0.0,22.0
06-05 12:25:43,0.063,0.031,99.687,0.219,0.0,0.0,0.0,0.0,761204.0,26998.0,0.0,0.0,0.0,0.0,64.0,0.0,761696.0,26998.0,790765568.0,271454208.0,3757805568.0,28798656512.0,0.0,925696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925696.0,0.890,0.850,0.620,528384.0,33553895424.0,25.500,0.0,0.0,0.0,25.500
06-05 12:25:44,0.063,0.063,99.718,0.156,0.0,0.0,64.0,0.0,442038.0,19470.0,64.0,0.0,64.0,0.0,0.0,0.0,442969.0,19470.0,790708224.0,271454208.0,3758116864.0,28798402560.0,0.0,831488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843776.0,0.890,0.850,0.620,528384.0,33553895424.0,25.600,0.0,0.0,0.0,26.900
06-05 12:25:45,0.031,0.031,99.750,0.188,0.0,0.0,0.0,0.0,709236.0,25852.0,0.0,0.0,0.0,0.0,64.0,0.0,709642.0,25852.0,790659072.0,271454208.0,3758673920.0,28797894656.0,0.0,831488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831488.0,0.890,0.850,0.620,528384.0,33553895424.0,21.200,0.0,0.0,0.0,21.200
06-05 12:25:46,0.031,0.094,99.593,0.282,0.0,0.0,64.0,0.0,684060.0,23888.0,64.0,0.0,64.0,0.0,0.0,0.0,684991.0,23888.0,790491136.0,271462400.0,3759222784.0,28797505536.0,0.0,765952.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,778240.0,0.890,0.850,0.620,528384.0,33553895424.0,20.200,0.0,0.0,2.200,22.400
06-05 12:25:47,0.094,0.062,99.500,0.344,0.0,0.0,0.0,0.0,741358.0,27442.0,0.0,0.0,0.0,0.0,64.0,0.0,741614.0,27442.0,790507520.0,271462400.0,3759714304.0,28796997632.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794624.0,0.900,0.850,0.620,528384.0,33553895424.0,27.300,0.0,0.0,0.0,27.300
06-05 12:25:48,0.031,0.031,99.781,0.156,0.0,0.0,64.0,0.0,518834.0,21608.0,64.0,0.0,64.0,0.0,0.0,0.0,519529.0,21608.0,790433792.0,271466496.0,3760164864.0,28796616704.0,0.0,1355776.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1363968.0,0.900,0.850,0.620,528384.0,33553895424.0,27.400,0.0,0.0,1.100,27.400
06-05 12:25:49,0.063,0.031,99.562,0.344,0.0,0.0,0.0,0.0,713946.0,26386.0,64.0,0.0,0.0,0.0,64.0,0.0,714330.0,26386.0,790503424.0,271466496.0,3760730112.0,28795981824.0,0.0,856064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856064.0,0.900,0.850,0.620,528384.0,33553895424.0,26.0,0.0,0.0,0.0,26.0
06-05 12:25:50,0.063,0.063,99.781,0.094,0.0,0.0,324.0,0.0,539861.0,21246.0,0.0,0.0,64.0,0.0,0.0,0.0,540924.0,21246.0,790245376.0,271466496.0,3761115136.0,28795854848.0,0.0,679936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679936.0,0.900,0.850,0.620,528384.0,33553895424.0,16.100,0.0,0.0,0.0,16.100
06-05 12:25:51,0.063,0.031,99.656,0.250,0.0,0.0,0.0,0.0,609640.0,21274.0,64.0,0.0,0.0,0.0,64.0,0.0,610024.0,21274.0,790179840.0,271466496.0,3761561600.0,28795473920.0,0.0,647168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647168.0,0.900,0.850,0.620,528384.0,33553895424.0,20.900,0.0,0.0,0.0,20.900
06-05 12:25:52,0.031,0.063,99.656,0.250,0.0,0.0,64.0,0.0,671426.0,24974.0,0.0,0.0,64.0,0.0,0.0,0.0,671993.0,24974.0,790274048.0,271474688.0,3762094080.0,28794839040.0,0.0,856064.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,880640.0,0.910,0.850,0.630,528384.0,33553895424.0,22.800,0.0,0.0,1.600,24.400
06-05 12:25:53,0.063,0.031,99.625,0.250,0.0,0.031,64.0,0.0,644844.0,24668.0,64.0,0.0,0.0,0.0,64.0,0.0,645388.0,24668.0,790179840.0,271482880.0,3762561024.0,28794458112.0,0.0,1912832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912832.0,0.910,0.850,0.630,528384.0,33553895424.0,24.700,0.0,0.0,0.0,24.700
06-05 12:25:54,0.063,0.031,99.781,0.125,0.0,0.0,0.0,0.0,529790.0,20890.0,0.0,0.0,64.0,0.0,0.0,0.0,530389.0,20890.0,790151168.0,271482880.0,3762970624.0,28794077184.0,0.0,679936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679936.0,0.910,0.850,0.630,528384.0,33553895424.0,20.0,0.0,0.0,0.0,20.0
06-05 12:25:55,0.063,0.188,99.500,0.250,0.0,0.0,64.0,0.0,528328.0,21138.0,64.0,0.0,0.0,0.0,64.0,0.0,528872.0,21138.0,791019520.0,271482880.0,3763388416.0,28792791040.0,0.0,688128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688128.0,0.910,0.850,0.630,528384.0,33553895424.0,22.800,0.0,0.0,0.0,22.800
06-05 12:25:56,0.094,0.063,99.719,0.125,0.0,0.0,0.0,0.0,756858.0,27074.0,0.0,0.0,64.0,0.0,0.0,0.0,757522.0,27074.0,791097344.0,271482880.0,3763937280.0,28792164352.0,0.0,958464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958464.0,0.910,0.850,0.630,528384.0,33553895424.0,22.0,0.0,0.0,0.0,22.0
06-05 12:25:57,0.031,0.063,99.687,0.219,0.0,0.0,64.0,0.0,585114.0,23160.0,64.0,0.0,0.0,0.0,64.0,0.0,585658.0,23160.0,791044096.0,271482880.0,3764371456.0,28791783424.0,0.0,802816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802816.0,0.920,0.850,0.630,528384.0,33553895424.0,26.300,0.0,0.0,0.0,26.300
06-05 12:25:58,0.031,0.094,99.531,0.344,0.0,0.0,0.0,0.0,634266.0,24058.0,0.0,0.0,64.0,0.0,0.0,0.0,635038.0,24058.0,791003136.0,271499264.0,3764903936.0,28791275520.0,0.0,823296.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,835584.0,0.920,0.850,0.630,528384.0,33553895424.0,24.100,0.0,0.0,1.700,24.900
06-05 12:25:59,0.094,0.063,99.656,0.188,0.0,0.0,64.0,0.0,866592.0,31112.0,64.0,0.0,0.0,0.0,64.0,0.0,867232.0,31112.0,791199744.0,271499264.0,3765723136.0,28790259712.0,0.0,929792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929792.0,0.920,0.850,0.630,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:26:00,0.063,0.125,99.719,0.094,0.0,0.0,0.0,0.0,619178.0,23422.0,64.0,0.0,64.0,0.0,0.0,0.0,619842.0,23422.0,791121920.0,271499264.0,3766181888.0,28789878784.0,0.0,925696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925696.0,0.920,0.850,0.630,528384.0,33553895424.0,20.600,0.0,0.0,0.0,20.600
06-05 12:26:01,0.063,0.094,99.500,0.344,0.0,0.0,64.0,0.0,970794.0,30532.0,0.0,0.0,0.0,0.0,64.0,0.0,971178.0,30532.0,791597056.0,271511552.0,3783598080.0,28771975168.0,4096.0,17780736.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,17780736.0,0.920,0.850,0.630,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:26:02,0.031,0.031,99.750,0.188,0.0,0.0,0.0,0.0,479354.0,20310.0,64.0,0.0,64.0,0.0,0.0,0.0,480265.0,20310.0,791379968.0,271511552.0,3784065024.0,28771725312.0,0.0,724992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724992.0,0.840,0.840,0.620,528384.0,33553895424.0,23.700,0.0,0.0,0.0,23.700
06-05 12:26:03,0.031,0.063,99.687,0.219,0.0,0.0,64.0,0.0,643894.0,24128.0,261.0,0.0,0.0,0.0,64.0,0.0,645213.0,24128.0,791330816.0,271511552.0,3784605696.0,28771233792.0,0.0,757760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757760.0,0.840,0.840,0.620,528384.0,33553895424.0,20.900,0.0,0.0,0.0,20.900
06-05 12:26:04,0.094,0.063,99.656,0.188,0.0,0.0,0.0,0.0,502334.0,21772.0,64.0,0.0,64.0,0.0,64.0,0.0,503158.0,21772.0,791207936.0,271519744.0,3784990720.0,28770963456.0,0.0,778240.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,790528.0,0.840,0.840,0.620,528384.0,33553895424.0,25.200,0.0,0.0,1.200,26.400
06-05 12:26:05,0.031,0.063,99.750,0.156,0.0,0.0,64.0,0.0,784546.0,28612.0,0.0,0.0,0.0,0.0,0.0,0.0,785026.0,28612.0,791273472.0,271519744.0,3785560064.0,28770328576.0,0.0,811008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811008.0,0.840,0.840,0.620,528384.0,33553895424.0,21.500,0.0,0.0,0.0,21.500
06-05 12:26:06,0.031,0.063,99.499,0.407,0.0,0.0,0.0,0.0,543700.0,21500.0,64.0,0.0,64.0,0.0,64.0,0.0,544396.0,21500.0,791248896.0,271523840.0,3785961472.0,28769947648.0,0.0,962560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962560.0,0.840,0.840,0.620,528384.0,33553895424.0,26.0,0.0,0.0,0.0,26.0
06-05 12:26:07,0.062,0.062,99.594,0.250,0.0,0.031,64.0,0.0,899866.0,30872.0,0.0,0.0,0.0,0.0,0.0,0.0,900250.0,30872.0,791171072.0,271523840.0,3786674176.0,28769312768.0,0.0,856064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856064.0,0.930,0.860,0.630,528384.0,33553895424.0,21.500,0.0,0.0,0.0,21.500
06-05 12:26:08,0.031,0.031,99.687,0.250,0.0,0.0,0.0,0.0,444720.0,19864.0,64.0,0.0,325.0,0.0,64.0,0.0,446025.0,19864.0,791040000.0,271523840.0,3786928128.0,28769189888.0,0.0,675840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675840.0,0.930,0.860,0.630,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:26:09,0.094,0.031,99.594,0.281,0.0,0.0,64.0,0.0,671762.0,24472.0,0.0,0.0,64.0,0.0,0.0,0.0,672402.0,24472.0,791048192.0,271523840.0,3787427840.0,28768681984.0,0.0,835584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835584.0,0.930,0.860,0.630,528384.0,33553895424.0,22.200,0.0,0.0,0.0,22.200
06-05 12:26:10,0.031,0.094,99.562,0.313,0.0,0.0,0.0,0.0,549168.0,21310.0,64.0,0.0,0.0,0.0,64.0,0.0,549800.0,21310.0,791121920.0,271532032.0,3787853824.0,28768174080.0,0.0,581632.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,593920.0,0.930,0.860,0.630,528384.0,33553895424.0,21.800,0.0,0.0,1.200,22.800
06-05 12:26:11,0.031,0.031,99.625,0.313,0.0,0.0,64.0,0.0,455592.0,18854.0,0.0,0.0,64.0,0.0,260.0,0.0,456236.0,18854.0,791130112.0,271536128.0,3788222464.0,28767793152.0,0.0,737280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737280.0,0.930,0.860,0.630,528384.0,33553895424.0,25.0,0.0,0.0,0.0,25.0
06-05 12:26:12,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,482340.0,21352.0,64.0,0.0,0.0,0.0,64.0,0.0,483036.0,21352.0,790986752.0,271536128.0,3788492800.0,28767666176.0,0.0,532480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532480.0,1.020,0.880,0.640,528384.0,33553895424.0,24.100,0.0,0.0,0.0,24.100
06-05 12:26:13,0.063,0.031,99.468,0.438,0.0,0.0,0.0,0.0,502808.0,20616.0,0.0,0.0,64.0,0.0,0.0,0.0,503064.0,20616.0,790937600.0,271536128.0,3788795904.0,28767412224.0,0.0,880640.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,888832.0,1.020,0.880,0.640,528384.0,33553895424.0,25.800,0.0,0.0,1.500,26.900
06-05 12:26:14,0.063,0.094,99.406,0.438,0.0,0.0,64.0,0.0,956350.0,32208.0,64.0,0.0,0.0,0.0,64.0,0.0,957282.0,32208.0,790794240.0,271536128.0,3789574144.0,28766777344.0,0.0,868352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,868352.0,1.020,0.880,0.640,528384.0,33553895424.0,28.500,0.0,0.0,0.0,28.500
06-05 12:26:15,0.063,0.063,99.500,0.375,0.0,0.0,0.0,0.0,734602.0,26698.0,0.0,0.0,64.0,0.0,0.0,0.0,734922.0,26698.0,790786048.0,271536128.0,3790082048.0,28766277632.0,0.0,856064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856064.0,1.020,0.880,0.640,528384.0,33553895424.0,23.900,0.0,0.0,0.0,23.900
06-05 12:26:16,0.063,0.094,99.312,0.531,0.0,0.0,64.0,0.0,477213.0,19516.0,64.0,0.0,0.0,0.0,64.0,0.0,477973.0,19516.0,790732800.0,271552512.0,3790508032.0,28765888512.0,0.0,638976.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,651264.0,1.020,0.880,0.640,528384.0,33553895424.0,27.700,0.0,0.0,1.300,28.200
06-05 12:26:17,0.031,0.031,99.719,0.219,0.0,0.0,260.0,0.0,530448.0,22186.0,0.0,0.0,64.0,0.0,0.0,0.0,531028.0,22186.0,790491136.0,271552512.0,3790876672.0,28765761536.0,0.0,552960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552960.0,1.020,0.880,0.640,528384.0,33553895424.0,18.300,0.0,0.0,0.0,18.300
06-05 12:26:18,0.0,0.0,99.844,0.156,0.0,0.0,64.0,0.0,76262.0,1966.0,64.0,0.0,0.0,0.0,64.0,0.0,77022.0,1966.0,790401024.0,271552512.0,3790966784.0,28765761536.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,806912.0,1.020,0.880,0.640,528384.0,33553895424.0,5.900,0.0,0.0,1.400,6.300
06-05 12:26:19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,448.0,0.0,790392832.0,271552512.0,3790970880.0,28765765632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020,0.880,0.640,528384.0,33553895424.0,0.0,0.0,0.0,0.0,0.0
06-05 12:26:20,0.031,0.031,99.938,0.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,4907.0,0.0,790265856.0,271552512.0,3790970880.0,28765892608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.020,0.880,0.640,528384.0,33553895424.0,0.0,0.0,0.0,0.0,0.0
06-05 12:26:21,0.0,0.0,99.937,0.063,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,1534.0,0.0,790257664.0,271560704.0,3790970880.0,28765892608.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.0,1.020,0.880,0.640,528384.0,33553895424.0,2.400,0.0,0.0,0.0,2.400
06-05 12:26:22,0.0,0.0,99.969,0.031,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,636.0,0.0,790122496.0,271568896.0,3790970880.0,28766019584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,24576.0,0.940,0.860,0.640,528384.0,33553895424.0,0.0,0.0,0.0,1.500,1.500
06-05 12:26:23,0.031,0.031,99.938,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,448.0,0.0,789860352.0,271568896.0,3790970880.0,28766281728.0,0.0,901120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901120.0,0.940,0.860,0.640,528384.0,33553895424.0,2.400,0.0,0.0,0.0,2.400
06-05 12:26:24,0.0,0.0,100.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,883.0,0.0,789856256.0,271568896.0,3790970880.0,28766285824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940,0.860,0.640,528384.0,33553895424.0,0.0,0.0,0.0,0.0,0.0
06-05 12:26:25,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,64.0,0.0,64.0,0.0,1322.0,46.0,789856256.0,271568896.0,3790970880.0,28766285824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940,0.860,0.640,528384.0,33553895424.0,0.0,0.0,0.0,0.0,0.0
06-05 12:26:26,0.031,0.031,99.937,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,0.0,789737472.0,271568896.0,3790970880.0,28766404608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.940,0.860,0.640,528384.0,33553895424.0,0.0,0.0,0.0,0.0,0.0
